"Dam Name","Other Names","Former Names","NID ID","Other Structure ID","Federal ID","Owner Names","Owner Types","Primary Owner Type","Number of Associated Structures","Designer Names","Non-Federal Dam on Federal Property","Primary Purpose","Purposes","Source Agency","State or Federal Agency ID","Latitude","Longitude","State","County","City","Distance to Nearest City (Miles)","River or Stream Name","Congressional District","Section, Township, or Range Location","State Regulated Dam","State Jurisdictional Dam","State Regulatory Agency","State Permitting Authority","State Inspection Authority","State Enforcement Authority","Federal Agency Owners","Federal Agency Involvement Funding","Federal Agency Involvement Design","Federal Agency Involvement Construction","Federal Agency Involvement Regulatory","Federal Agency Involvement Inspection","Federal Agency Involvement Operation","Federal Agency Involvement Other","Primary Dam Type","Dam Types","Core Types","Foundation","Dam Height (Ft)","Hydraulic Height (Ft)","Structural Height (Ft)","NID Height (Ft)","NID Height Category","Dam Length (Ft)","Volume (Cubic Yards)","Year Completed","Year Completed Category","Years Modified","NID Storage (Acre-Ft)","Max Storage (Acre-Ft)","Normal Storage (Acre-Ft)","Surface Area (Acres)","Drainage Area (Sq Miles)","Max Discharge (Cubic Ft/Second)","Spillway Type","Spillway Width (Ft)","Number of Locks","Length of Locks","Length of Secondary Lock","Lock Width (Ft)","Secondary Lock Width (Ft)","Outlet Gate Type","Data Last Updated","Last Inspection Date","Inspection Frequency","Hazard Potential Classification","Condition Assessment","Condition Assessment Date","EAP Prepared","EAP Last Revision Date","Website URL","USACE Division","USACE District","Last EAP Exercise Date"
"Parker Basin #3","Big Meadows","","CO00834","","CO00834","COTTONWOOD RES COMPANY (CURRIER, PRESIDENT, CARLYL","Private","Private","0","DOI BR;UNKNOWN","Yes","Irrigation","Irrigation;Hydroelectric","Colorado","720226","39.101672","-107.95723699999999","Colorado","Mesa","MOLINA","8","COTTONWOOD CREEK","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","Earth","Rock;Soil","31","27","36","36","25-50 feet","600","23360","1899","Before 1900","1960H;1960M;1960S;1975S;1989H;1989M;1989S","579","579","400","40","0","4122","Uncontrolled","169","0","0","","0","","Slide (sluice gate)2","2022-12-22","2021-10-21","1","High","Fair","2021-10-21","Yes","2019-01-31","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Mckoon","Blanchard","","CO00595","","CO00595","COX, LEE","Private","Private","0","","Yes","Irrigation","Irrigation","Colorado","400408","39.039241","-107.925116","Colorado","Delta","CEDAREDGE","10","YOUNGS CREEK","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","Earth","Soil","32","31","33","33","25-50 feet","275","8761","1948","1940-1949","","203","203","137","11","0","432","Uncontrolled","7","0","0","","0","","Slide (sluice gate);Uncontrolled","2022-12-22","2021-07-15","2","Significant","Satisfactory","2021-07-15","Yes","2020-03-01","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"White Mesa Tailings No. 4b","","","UT53582","","UT53582","Denison Mines (USA) Corp.","Private","Private","0","Geosyntec Consultants","No","Tailings","Tailings","Utah","UT53582","37.53050062","-109.5141379","Utah","San Juan","","","","Congressional District 03, Utah",",~1E","Yes","Yes","Utah Division of Water Rights","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","","28.3","32","32","25-50 feet","1400","","2010","Since 2000","","1155","","1155","","","","","","","","","","","","2021-03-17","2017-04-26","5","Low","Not Rated","","Not Required","","https://damsafety.org/utah","South Pacific Division","Sacramento District",""
"Nageezi Dam","","","NM00044","","NM00044","DOI BLM","Federal","Federal","","","No","Debris Control","Debris Control","Bureau of Land Management","L1840062","36.281","-107.732","New Mexico","San Juan","Nageezi","1.3","BLANCO WASH","Congressional District 03, New Mexico","","No","No","","No","No","No","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","","Gravity","Gravity","Earth;Unlisted/Unknown","Unlisted/Unknown","","15","23","23","Less than 25 feet","1280","35652","1954","1950-1959","","82.5","82.5","","22","","","","","0","0","","0","","","2021-04-29","2020-06-09","5","Low","Not Rated","","Not Required","","https://www.blm.gov/","","",""
"Big Sand Wash East","","","UT53327","","UT53327","MOON LAKE WATER USERS","Private","Private","0","","No","Irrigation","Irrigation","Utah","UT53327","40.29518685","-110.2307093","Utah","Duchesne","Upalco","0.8","BIG SAND WASH","Congressional District 01, Utah","09,2S~3W","Yes","Yes","Utah Division of Water Rights","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","","44","52","52","51-100 feet","3000","","2006","Since 2000","","16900","16900","16000","","26.64","","","30","","","","","","","2021-03-17","2020-09-02","1","High","Satisfactory","2006-01-01","Yes","","https://damsafety.org/utah","Northwestern Division","Sacramento District",""
"Dulce","Dulce Lake","","NM00186","","NM00186","BIA","Federal","Federal","0","","No","Irrigation","Irrigation;Recreation","Bureau of Indian Affairs","","36.879729999999995","-107.0022","New Mexico","Rio Arriba","DULCE","4","DULCE CREEK","Congressional District 03, New Mexico","S24 T31N R2W 23","No","No","","No","No","No","Bureau of Indian Affairs","Bureau of Indian Affairs","Bureau of Indian Affairs","Bureau of Indian Affairs","Bureau of Indian Affairs","Bureau of Indian Affairs","Bureau of Indian Affairs","Bureau of Indian Affairs","Earth","Earth","","","","","30","30","25-50 feet","710","0","1903","1900-1909","","480","","480","","","","Controlled","0","0","0","","0","","","2018-10-04","2012-07-11","5","High","Not Available","","Yes","2015-06-11","https://www.bia.gov/bia/ots/dwp/safety-dams","South Pacific Division","Albuquerque District",""
"Reynolds","","","CO00664","","CO00664","KEYSTONE RESORT (STEVE CORNEILLIER)","Private","Private","0","BISHOP-BROGDEN;UNKNOWN","No","Irrigation","Irrigation;Recreation","Colorado","360107","39.583332","-105.997226","Colorado","Summit","DILLON","3","SODA CREEK","Congressional District 02, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","Earth","Rock;Soil","26","28","31","31","25-50 feet","332","13587","1938","1930-1939","2000S","244","244","157","15","6","570","Uncontrolled","18","0","0","","0","","Slide (sluice gate)1","2022-12-22","2022-08-31","2","Significant","Satisfactory","2022-08-31","Yes","2011-01-27","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Currant Creek","","","UT10149","","UT10149","RECLAMATION","Federal","Federal","0","RECLAMATION","No","Fish and Wildlife Pond","Irrigation;Fish and Wildlife Pond;Recreation;Water Supply","Bureau of Reclamation","","40.3328","-111.05210000000001","Utah","Wasatch","FRUITLAND","14","CURRENT CREEK","Congressional District 03, Utah","S6, T2S, R10W","No","No","","No","No","No","Bureau of Reclamation","Bureau of Reclamation","","","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","Earth","Earth","Bituminous Concrete","Rock","177","123","177","177","Greater than 100 feet","1600","2268000","1975","1970-1979","","17210","17210","15671","300","47","850","Uncontrolled","20","0","0","","0","","","2021-05-24","2020-11-16","1","High","Not Available","","Yes","2020-06-17","https://www.usbr.gov/ssle/damsafety/","Northwestern Division","Sacramento District",""
"Moab City - Walker Canyon Db","","","UT53197","","UT53197","MOAB CITY***","Private","Private","0","","No","Flood Risk Reduction","Flood Risk Reduction","Utah","UT53197","38.57231168","-109.5347326","Utah","Grand","Moab","0","offstream","Congressional District 03, Utah","06,26S~22E SL","Yes","Yes","Utah Division of Water Rights","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","","30","33","33","25-50 feet","210","","2004","Since 2000","","7.2","7.2","5.2","","","13","","10","","","","","","","2021-03-17","2020-07-09","2","High","Satisfactory","2004-01-01","Yes","","https://damsafety.org/utah","South Pacific Division","Sacramento District",""
"Cutter","","","NM00121","","NM00121","BIA","Federal","Federal","0","","No","Irrigation","Irrigation;Recreation","Bureau of Indian Affairs","","36.6854","-107.6875","New Mexico","San Juan","BLANCO","8","NAVAJO MAIN CANAL","Congressional District 03, New Mexico","S33 T29N R8W 23","No","No","","No","No","No","Bureau of Indian Affairs","Bureau of Indian Affairs","Bureau of Indian Affairs","Bureau of Indian Affairs","Bureau of Indian Affairs","Bureau of Indian Affairs","Bureau of Indian Affairs","Bureau of Indian Affairs","Earth","Earth","","","","","145","145","Greater than 100 feet","960","0","1972","1970-1979","","1793","","1793","","","","Controlled","0","0","0","","0","","","2018-10-04","2012-02-01","5","High","Not Available","","Yes","2005-07-02","https://www.bia.gov/bia/ots/dwp/safety-dams","South Pacific Division","Albuquerque District",""
"Barton Porter West","","Barton Porter Dam","CO02861","","CO02861","PORTER, TRAVIS","Private","Private","0","GOLDER ASSOC.","No","Irrigation","Irrigation","Colorado","450125","39.525287","-107.433066","Colorado","Garfield","SILT","14","ALKALI CREEK (EAST)-OS","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","Earth","Rock;Soil","89","76","89","89","51-100 feet","790","285100","2005","Since 2000","","1309","1309","1140","25","0","3710","Uncontrolled","30","0","0","","0","","Valve1","2022-12-22","2022-06-21","1","High","Fair","2022-06-21","Yes","2020-05-29","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Narraguinnep - Dam 2","Narraguinnep - Dike 2","","CO02875","","CO02875","MONTEZUMA VALLEY IRRIGATION CO.","Private","Private","0","","Yes","Irrigation","Irrigation;Fish and Wildlife Pond;Recreation","Colorado","320207","37.489473","-108.633107","Colorado","Montezuma","BLUFF, UT","35","YELLOWJACKET CANYON-OS","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","19","19","23","23","Less than 25 feet","1253","","1957","1950-1959","","22700","22700","18960","581","9","6100","Uncontrolled","150","0","0","","0","","","2022-12-22","2022-10-06","1","High","Satisfactory","2022-10-06","Yes","2000-11-28","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Kitson","T. E. Kitson","","CO01687","","CO01687","LARAMIE ENERGY LLC (HOHENSTEIN, JAMES)","Private","Private","0","DOI BR;UNKNOWN","Yes","Irrigation","Irrigation;Recreation","Colorado","720206","39.08001","-107.953904","Colorado","Mesa","MOLINA","9","COTTONWOOD CREEK-TR","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","Earth","Rock;Soil","18","18","20","20","Less than 25 feet","510","10320","1911","1910-1919","1986H;1986M;1986S","254","254","204","19","0","206","Uncontrolled","12","0","0","","0","","Slide (sluice gate)1","2022-12-22","2021-10-20","1","High","Fair","2021-10-20","Yes","2019-01-31","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Bunkwater Retention Dam","","","CO03029","","CO03029","DOI BLM","Federal","Federal","","UNKNOWN","No","Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond","Bureau of Land Management","L63666","39.242909999999995","-108.32496","Colorado","Mesa","1","5","TRIBURARY TO  COTTENWOOD CREEK","Congressional District 03, Colorado","","No","No","","No","No","No","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","","Gravity","Gravity","Earth;Unlisted/Unknown","Unlisted/Unknown","","22","26","26","25-50 feet","531","52412","1960","1960-1969","","30","30","30","30","0.9","0","Uncontrolled","18","0","0","","0","","","2021-04-29","2018-09-11","5","Low","Fair","","Not Required","","https://www.blm.gov/","Northwestern Division","Omaha District",""
"Alamos Detention Dam","","","NM00047","","NM00047","DOI BLM","Federal","Federal","0","UNKNOWN","No","Debris Control","Debris Control","Bureau of Land Management","L63737","36.02281","-107.53732","New Mexico","Sandoval","Cuba, NM","30","Canada Alamos","Congressional District 03, New Mexico","S25, 021N, 7W","No","No","","No","No","No","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","Bureau of Land Management","","Gravity","Gravity","Earth;Unlisted/Unknown","Unlisted/Unknown","","24","28","28","25-50 feet","1660","79886","1956","1950-1959","","570","570","148","14186","41","28","","0","0","0","","0","","","2021-04-29","2020-08-27","5","Low","Not Rated","","Not Required","","https://www.blm.gov/","South Pacific Division","Albuquerque District",""
"Bullfrog","","","CO00468","","CO00468","DAVIS, HANK","Private","Private","0","","Yes","Irrigation","Irrigation","Colorado","400130","38.506679","-108.360574","Colorado","Montrose","DELTA","24","ROUBIDEAU CREEK-TR","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","Earth","Rock;Soil","37","34","38","38","25-50 feet","357","18385","1948","1940-1949","","173","173","140","11","0","273","None","20","0","0","","0","","Slide (sluice gate);Uncontrolled","2022-12-22","2015-07-16","6","Low","Satisfactory","2019-01-04","Not Required","2020-03-17","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Grand Mesa #1","","","CO00826","","CO00826","CITY OF GRAND JUNCTION","Local Government","Local Government","0","BUCKHORN GEOECH.","Yes","Irrigation","Irrigation","Colorado","420120","39.010008","-108.11222599999999","Colorado","Mesa","GRAND JUNCTION","23","RESERVOIR CREEK","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","Earth","Rock;Soil","22","22","22","22","Less than 25 feet","800","38822","1887","Before 1900","2009","655","655","559","48","1","240","Uncontrolled","10","0","0","","0","","Slide (sluice gate);Uncontrolled","2022-12-22","2021-10-13","2","Significant","Unsatisfactory","2021-10-13","Yes","2022-01-18","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Unit 3 Ash and Clear Water","Refiling 9206r Ash Pond No.2","","WY01547","","WY01547","PACIFICORP, NAUGHTON POWER PLANT","Public Utility","Public Utility","0","GARY VAN RIESSEN","No","Debris Control","Debris Control;Other","Wyoming","9908R","41.756667","-110.58027799999999","Wyoming","Lincoln","HWY. 189","2","HAMS FORK-OFFCHANNEL","Congressional District 00, Wyoming","33","Yes","Yes","SEO","Yes","Yes","Yes","","","","","","","","","Earth","Earth","Earth","Soil","61","54","61","61","51-100 feet","3450","690000","1994","1990-1999","","3370","","3370","215","0","0","None","0","","","","","","Other Controlled1","2022-03-17","2021-08-18","5","Low","Fair","2021-08-18","Not Required","","https://damsafety.org/wyoming","Northwestern Division","Sacramento District",""
"Grizzly","Ind Pass Trans Mtn Diversion Dam","","CO01545","","CO01545","TWIN LAKES RESERVOIR AND CANAL COMPANY (HUGHES, BR","Private","Private","0","BLACK & VEATCH;O. R. SMITH","Yes","Recreation","Recreation;Other","Colorado","380109","39.08001","-106.618896","Colorado","Pitkin","ASPEN","18","LINCOLN CREEK","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Rockfill","Rockfill","Metal","Rock;Soil","56","55","65","65","51-100 feet","792","53387","1930","1930-1939","1994H;1994S","987","987","590","44","15","3350","Uncontrolled","100","0","0","","0","","Slide (sluice gate)2","2022-12-22","2022-08-31","1","High","Fair","2022-08-31","Yes","2020-09-04","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Morgan Creek #1","","","CO02081","","CO02081","SMITH RANCHO LAND & LIVESTOCK","Private","Private","0","","No","Irrigation","Irrigation","Colorado","570122","40.610003","-107.173904","Colorado","Routt","HAYDEN","9","MORGAN CREEK","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","29","26","29","29","25-50 feet","745","64372","1908","1900-1909","","225","225","100","30","2","467","Uncontrolled","25","0","0","","0","","","2022-12-22","2021-10-12","6","Low","Satisfactory","2012-06-14","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Cottonwood #2","","","CO01755","","CO01755","COTTONWOOD RES COMPANY (CURRIER, PRESIDENT, CARLYL","Private","Private","0","UNKNOWN, DOI BR","Yes","Irrigation","Irrigation;Recreation;Water Supply","Colorado","720123","39.080003999999995","-107.985574","Colorado","Mesa","MOLINA","9","COTTONWOOD CREEK","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","Earth","Rock;Soil","17","17","20","20","Less than 25 feet","135","2400","1895","Before 1900","1966H;1966M;1966S","273","273","206","13","0","1284","Uncontrolled","125","0","0","","0","","Slide (sluice gate)1","2022-12-22","2020-07-29","2","Significant","Fair","2020-07-29","Yes","2019-01-31","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Craig #2","Big Creek","","CO00304","","CO00304","JOHN HENDRICKS (SISSON, ALAN)","Private","Private","0","USDA NRCS","Yes","Irrigation","Irrigation","Colorado","630106","38.708338","-108.705577","Colorado","Mesa","GATEWAY","22","BIG CREEK","Congressional District 03, Colorado","S32,T.15S,R.101W, 6TH PM","Yes","Yes","DWR","Yes","Yes","Yes","","","Natural Resources Conservation Service","","","","","","Earth","Earth","Earth","Rock;Soil","47","52","55","55","51-100 feet","526","52904","1960","1960-1969","","911","911","615","36","4","3970","Uncontrolled","50","0","0","","0","","Slide (sluice gate);Uncontrolled","2022-12-22","2022-06-02","2","Significant","Fair","2022-06-02","Yes","2022-06-02","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Ryan","","","CO00624","","CO00624","RYAN RESERVOIR PARTNERS (BILL KISSNER)","Private","Private","0","","Yes","Irrigation","Irrigation;Recreation","Colorado","400508","39.030007999999995","-107.922229","Colorado","Delta","CEDAREDGE","12","YOUNGS CREEK-TR","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","Earth","Rock;Soil","19","19","19","19","Less than 25 feet","446","22460","1907","1900-1909","","75","75","60","5","0","105","None","6","0","0","","0","","Slide (sluice gate);Uncontrolled","2022-12-22","2015-07-23","6","Low","Satisfactory","2013-09-25","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
