,Spillway Type,Dam Length (Ft),Federal Agency Involvement Other,Dam Name,Other Structure ID,Federal Agency Involvement Operation,Foundation,EAP Prepared,Core Types,Purposes,Congressional District,Surface Area (Acres),"Section, Township, or Range Location",Drainage Area (Sq Miles),Hydraulic Height (Ft),Federal Agency Involvement Design,Length of Locks,Primary Owner Type,City,geometry,Primary Dam Type,Owner Types,State Permitting Authority,River or Stream Name,Secondary Lock Width (Ft),Federal Agency Involvement Construction,NID Height Category,NID Storage (Acre-Ft),Federal Agency Involvement Funding,Years Modified,Other Names,Dam Height (Ft),State Jurisdictional Dam,County,Lock Width (Ft),EAP Last Revision Date,Length of Secondary Lock,Federal ID,Number of Associated Structures,State Regulated Dam,Distance to Nearest City (Miles),Year Completed Category,Dam Types,State Enforcement Authority,State Inspection Authority,Structural Height (Ft),Latitude,Hazard Potential Classification,Year Completed,Owner Names,NID Height (Ft),Source Agency,Condition Assessment,Inspection Frequency,Volume (Cubic Yards),Designer Names,Condition Assessment Date,Primary Purpose,Website URL,NID ID,Data Last Updated,Max Storage (Acre-Ft),State Regulatory Agency,Max Discharge (Cubic Ft/Second),Former Names,Federal Agency Involvement Inspection,Non-Federal Dam on Federal Property,Longitude,State or Federal Agency ID,Spillway Width (Ft),Federal Agency Involvement Regulatory,Normal Storage (Acre-Ft),Federal Agency Owners,State,Outlet Gate Type,Number of Locks,Last Inspection Date
522,Uncontrolled,1128,Bureau of Reclamation,Granite Reef Diversion,,Bureau of Reclamation,Rock,Not Required,Bituminous Concrete,Irrigation,"Congressional District 01, Arizona",,"S11, T2N, R76W OF 6PM",13000,23,,0,Federal,MESA,,Concrete,Federal,No,SALT RIVER,,,25-50 feet,700,Bureau of Reclamation,,,29,No,Maricopa,0,,,AZ10316,0,No,12,1900-1909,Concrete;Other,No,No,29,33.5157,Low,1907,RECLAMATION,29,Bureau of Reclamation,Not Available,6,35000,,,Irrigation,https://www.usbr.gov/ssle/damsafety/,AZ10316,2021-05-24,700,,165000,,Bureau of Reclamation,No,-111.69160000000001,,0,Bureau of Reclamation,250,Bureau of Reclamation,Arizona,,0,
523,Controlled,660,Bureau of Reclamation,Horse Mesa,,Bureau of Reclamation,Rock,Yes,Bituminous Concrete,Hydroelectric;Irrigation;Water Supply,"Congressional District 01, Arizona",2660,"S20, T3N, R10E",210,272,,0,Federal,,,Concrete,Federal,No,SALT RIVER,,,Greater than 100 feet,261335,Bureau of Reclamation,1999E;1999F,,305,No,Maricopa,0,2020-12-08,,AZ10311,0,No,0,1920-1929,Concrete;Arch,No,No,305,33.5906,High,1926,RECLAMATION,305,Bureau of Reclamation,Not Available,1,162000,,,Hydroelectric,https://www.usbr.gov/ssle/damsafety/,AZ10311,2021-05-24,261335,,,,Bureau of Reclamation,No,-111.3439,,0,Bureau of Reclamation,245048,Bureau of Reclamation,Arizona,,0,2020-09-02
524,Controlled,221,Bureau of Indian Affairs,Window Rock,,Bureau of Indian Affairs,,Yes,,"Flood Risk Reduction;Fire Protection, Stock, Or Small Fish Pond","Congressional District 02, Arizona",,UNSURVEYED,,,Bureau of Indian Affairs,0,Federal,WINDOW ROCK,,Concrete,Federal,No,BLACK CREEK -TR,,Bureau of Indian Affairs,25-50 feet,210,Bureau of Indian Affairs,,,,No,McKinley,0,2012-04-10,,AZ11002,0,No,0.5,1930-1939,Concrete,No,No,34,35.678569661000004,High,1936,BIA,34,Bureau of Indian Affairs,Not Available,5,0,,,Flood Risk Reduction,https://www.bia.gov/bia/ots/dwp/safety-dams,AZ11002,2018-10-04,,,,,Bureau of Indian Affairs,No,-109.04678497600001,,0,Bureau of Indian Affairs,210,Bureau of Indian Affairs,Arizona,,0,2012-09-27
525,None,16000,Bureau of Reclamation,Reach 11 Detention Dike 2,S001,Bureau of Reclamation,Rock,Yes,Bituminous Concrete,Flood Risk Reduction;Irrigation;Recreation;Water Supply,"Congressional District 01, Arizona",,"S33, T4N, R4E",32,34,,0,Federal,PHOENIX,,Earth,Federal,No,NONE,,,25-50 feet,14600,Bureau of Reclamation,,,40,No,Maricopa,0,2020-10-20,,AZ82914S001,0,No,1,1970-1979,Earth,No,No,40,33.647800000000004,High,1977,RECLAMATION,40,Bureau of Reclamation,Not Available,1,2800000,,,Flood Risk Reduction,https://www.usbr.gov/ssle/damsafety/,AZ82914,2021-05-24,14600,,,,Bureau of Reclamation,No,-111.9525,,0,Bureau of Reclamation,14600,Bureau of Reclamation,Arizona,,0,2020-08-13
526,Uncontrolled,3265,,West Doubtful Detention Dam,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth;Unlisted/Unknown,Flood Risk Reduction,"Congressional District 06, Arizona",125.9,,44,29,Bureau of Land Management,0,Federal,"SOLOMON, AZ",,Gravity,Federal,No,SAN SIMON CREEK,,Bureau of Land Management,25-50 feet,865.6,Bureau of Land Management,,,,No,Cochise,0,,,AZ20031,,No,47,1960-1969,Gravity,No,No,3,32.30717,Low,1968,DOI BLM,29,Bureau of Land Management,Fair,5,393000,BUREAU OF LAND MANAGEMENT,,Flood Risk Reduction,https://www.blm.gov/,AZ20031,2021-04-29,865.6,,2967,,Bureau of Land Management,No,-109.22352,L63374,3.5,Bureau of Land Management,798.9,Bureau of Land Management,Arizona,,0,2003-11-20
527,,1920,,Slick Rock Detention Dam,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth;Unlisted/Unknown,Other,"Congressional District 06, Arizona",98,"S22, 0080S, 0280E",58.1,30,Bureau of Land Management,0,Federal,"SOLOMON, AZ",,Gravity,Federal,No,SLICK ROCK WASH,,Bureau of Land Management,25-50 feet,1418.2,Bureau of Land Management,,,,No,Graham,0,,,AZ20028,0,No,13,1980-1989,Gravity,No,No,35,32.72399,Low,1981,DOI BLM,35,Bureau of Land Management,Not Rated,5,158000,BUREAU OF LAND MANAGEMENT,,Other,https://www.blm.gov/,AZ20028,2021-04-29,1418.2,,3604,,Bureau of Land Management,No,-109.47577,L63340,,Bureau of Land Management,1022.1,Bureau of Land Management,Arizona,,0,2009-05-13
528,None,10500,Bureau of Reclamation,Reach 11 Detention Dike 3,S002,Bureau of Reclamation,Rock,Yes,Bituminous Concrete,Flood Risk Reduction;Irrigation;Recreation;Water Supply,"Congressional District 01, Arizona",,"S2, T3N, R4E",24,29,,0,Federal,PHOENIX,,Earth,Federal,No,NONE,,,25-50 feet,14600,Bureau of Reclamation,,,35,No,Maricopa,0,2020-10-20,,AZ82914S002,0,No,1,1970-1979,Earth,No,No,35,33.6377,High,1977,RECLAMATION,35,Bureau of Reclamation,Not Available,1,1750000,,,Flood Risk Reduction,https://www.usbr.gov/ssle/damsafety/,AZ82914,2021-05-24,14600,,,,Bureau of Reclamation,No,-111.91720000000001,,0,Bureau of Reclamation,14600,Bureau of Reclamation,Arizona,,0,2020-08-13
529,,265,,Copper Basin,,,,Yes,,Water Supply,"Congressional District 25, California",427,,8.2,,,,Public Utility,Parker Strip,,Arch,Public Utility,Yes,Copper Basin,,,Greater than 100 feet,22000,,,,184,Yes,San Bernardino,,2018-12-28,,CA00214,0,Yes,6,1930-1939,Arch,Yes,Yes,170.5,34.279,High,1938,Metropolitan Water District Of Southern California,184,California,Satisfactory,1,19050,,2017-09-01,Water Supply,https://damsafety.org/california,CA00214,2022-12-23,22000,"DWR, Division of Safety of Dams",,,,No,-114.2227,35.003,,,,,California,,,2021-10-28
530,Uncontrolled,1645,,Christman Detention Dam,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth,Debris Control,"Congressional District 09, Arizona",62,"S13, 35 N, 11 W",12,21,Bureau of Land Management,0,Federal,"SAINT GEORGE, UTAH",,Gravity,Federal,No,HURRICANE VALLEY TRIBUTARY,,Bureau of Land Management,25-50 feet,361.62,Bureau of Land Management,,,,No,Mohave,0,,,AZ20006,0,No,46,1950-1959,Gravity,No,No,26,36.4386,Low,1958,DOI BLM,26,Bureau of Land Management,Fair,5,42600,BUREAU OF LAND MANAGEMENT,,Debris Control,https://www.blm.gov/,AZ20006,2021-04-29,361.62,,932,,Bureau of Land Management,No,-113.423,L63348,2.5,Bureau of Land Management,306,Bureau of Land Management,Arizona,,0,2008-06-24
531,Controlled,375,Bureau of Indian Affairs,Shush Be Tou,,Bureau of Indian Affairs,,Yes,,Recreation,"Congressional District 02, Arizona",,S29 T8N R25E 14,,,Bureau of Indian Affairs,0,Federal,NONE,,Earth,Federal,No,BOG CREEK,,Bureau of Indian Affairs,25-50 feet,180,Bureau of Indian Affairs,,Big Bear,,No,Apache,0,2011-04-28,,AZ10430,0,No,0,1960-1969,Earth,No,No,36,34.06209,High,1966,BIA,36,Bureau of Indian Affairs,Not Available,5,0,,,Recreation,https://www.bia.gov/bia/ots/dwp/safety-dams,AZ10430,2018-10-04,,,,,Bureau of Indian Affairs,No,-109.73530000000001,,0,Bureau of Indian Affairs,180,Bureau of Indian Affairs,Arizona,,0,
532,Controlled,380,Bureau of Indian Affairs,Blue Canyon,,Bureau of Indian Affairs,,Yes,,Water Supply,"Congressional District 02, Arizona",,UNSURVEYED,,,Bureau of Indian Affairs,0,Federal,FT. DEFIANCE,,Earth,Federal,No,BONITO CREEK,,Bureau of Indian Affairs,Greater than 100 feet,1900,Bureau of Indian Affairs,,,,No,Apache,0,2012-04-10,,AZ11001,0,No,3,1980-1989,Earth,No,No,142,35.781439999999996,High,1984,BIA,142,Bureau of Indian Affairs,Not Available,5,0,,,Water Supply,https://www.bia.gov/bia/ots/dwp/safety-dams,AZ11001,2018-10-04,,,,,Bureau of Indian Affairs,No,-109.10610000000001,,0,Bureau of Indian Affairs,1900,Bureau of Indian Affairs,Arizona,,0,2012-09-07
533,Uncontrolled,1680,,Halfway Detention Dam,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth;Unlisted/Unknown,Flood Risk Reduction,"Congressional District 06, Arizona",16,"S22, 0060S, 0290E",,15,Bureau of Land Management,0,Federal,"SOLOMON, AZ",,Gravity,Federal,No,SAN SIMON RIVER,,Bureau of Land Management,Less than 25 feet,247,Bureau of Land Management,,,,No,Graham,0,,,AZ20013,0,No,9,1940-1949,Gravity,No,No,18,32.74509,Low,1940,DOI BLM,18,Bureau of Land Management,Fair,5,35000,BUREAU OF LAND MANAGEMENT,,Flood Risk Reduction,https://www.blm.gov/,AZ20013,2021-04-29,247,,,,Bureau of Land Management,No,-109.54581,L63386,1.5,Bureau of Land Management,0,Bureau of Land Management,Arizona,,0,2015-07-08
534,Controlled,1300,Bureau of Indian Affairs,Sunrise,,Bureau of Indian Affairs,,Yes,,Recreation,"Congressional District 02, Arizona",,S12 T7N R26E 14,,,Bureau of Indian Affairs,0,Federal,NONE,,Earth,Federal,No,SNAKE CREEK,,Bureau of Indian Affairs,51-100 feet,15600,Bureau of Indian Affairs,,,,No,Apache,0,2011-04-28,,AZ10432,0,No,0,1960-1969,Earth,No,No,50,34.01013,High,1967,BIA,50,Bureau of Indian Affairs,Not Available,5,0,,,Recreation,https://www.bia.gov/bia/ots/dwp/safety-dams,AZ10432,2018-10-04,,,,,Bureau of Indian Affairs,No,-109.5635,,0,Bureau of Indian Affairs,15600,Bureau of Indian Affairs,Arizona,,0,
535,None,18100,Bureau of Reclamation,Reach 11 Detention Dike 4,S003,Bureau of Reclamation,Rock,Yes,Bituminous Concrete,Flood Risk Reduction;Irrigation;Recreation;Water Supply,"Congressional District 01, Arizona",,"S5, T3N, R5E",21,34,,0,Federal,PHOENIX,,Earth,Federal,No,NONE,,,25-50 feet,11400,Bureau of Reclamation,,,40,No,Maricopa,0,2020-10-20,,AZ82914S003,0,No,1,1970-1979,Earth,No,No,40,33.628,High,1977,RECLAMATION,40,Bureau of Reclamation,Not Available,1,2800000,,,Flood Risk Reduction,https://www.usbr.gov/ssle/damsafety/,AZ82914,2021-05-24,11400,,,,Bureau of Reclamation,No,-111.8711,,0,Bureau of Reclamation,11400,Bureau of Reclamation,Arizona,,0,2020-08-13
536,Uncontrolled,2000,,Ryan Detention Dam,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth;Unlisted/Unknown,Flood Risk Reduction,"Congressional District 06, Arizona",38,"S12, 0110S, 0280E",,34,Bureau of Land Management,0,Federal,"SOLOMON, AZ",,Gravity,Federal,No,RYAN DRAW,,Bureau of Land Management,25-50 feet,435,Bureau of Land Management,,,,No,Graham,0,,,AZ20024,0,No,16,1960-1969,Gravity,No,No,37,32.49546,Low,1967,DOI BLM,37,Bureau of Land Management,Fair,5,191000,UNKNOWN,,Flood Risk Reduction,https://www.blm.gov/,AZ20024,2021-04-29,435,,,,Bureau of Land Management,No,-109.44894,L63379,2.5,Bureau of Land Management,0,Bureau of Land Management,Arizona,,0,2015-07-09
537,Controlled,18739,,Reach 11 Detention Dike 1,,Bureau of Reclamation,Rock,Yes,Bituminous Concrete,,"Congressional District 01, Arizona",,"S32, T4N, R4E",34,29,,0,Federal,,,Earth,Federal,No,NONE,,,25-50 feet,19500,Bureau of Reclamation,,,35,No,Maricopa,0,2020-10-20,,AZ82914,3,No,0,1970-1979,Earth,No,No,35,33.6541237479,High,1977,RECLAMATION,35,Bureau of Reclamation,Not Available,1,3235000,,,,https://www.usbr.gov/ssle/damsafety/,AZ82914,2021-05-24,19500,,,,Bureau of Reclamation,No,-111.968536635,,0,Bureau of Reclamation,19500,Bureau of Reclamation,Arizona,,0,2020-08-13
538,Controlled,1150,Bureau of Indian Affairs,Reservation,,Bureau of Indian Affairs,,Yes,,Recreation,"Congressional District 02, Arizona",,S9 T5N R27E 14,,,Bureau of Indian Affairs,0,Federal,NONE,,Earth,Federal,No,RESERVATION CREEK,,Bureau of Indian Affairs,51-100 feet,6000,Bureau of Indian Affairs,,,,No,Apache,0,2011-04-28,,AZ10425,0,No,0,1960-1969,Earth,No,No,54,33.84053,High,1965,BIA,54,Bureau of Indian Affairs,Not Available,5,0,,,Recreation,https://www.bia.gov/bia/ots/dwp/safety-dams,AZ10425,2018-10-04,,,,,Bureau of Indian Affairs,No,-109.5038,,0,Bureau of Indian Affairs,6000,Bureau of Indian Affairs,Arizona,,0,
539,Controlled,610,Bureau of Indian Affairs,Asaayi,,Bureau of Indian Affairs,,Yes,,Irrigation;Recreation,"Congressional District 03, New Mexico",,UNSURVEYED,,,Bureau of Indian Affairs,0,Federal,FT. DEFIANCE,,Earth,Federal,No,BOWL CANYON CREEK,,Bureau of Indian Affairs,51-100 feet,1060,Bureau of Indian Affairs,,Bowl Lake,,No,McKinley,0,2012-04-10,,NM00285,0,No,18,1960-1969,Earth,No,No,66,35.97724,High,1964,BIA,66,Bureau of Indian Affairs,Not Available,5,0,,,Irrigation,https://www.bia.gov/bia/ots/dwp/safety-dams,NM00285,2018-10-04,,,,,Bureau of Indian Affairs,No,-108.9312,,0,Bureau of Indian Affairs,1060,Bureau of Indian Affairs,New Mexico,,0,2012-09-26
540,Controlled,370,Bureau of Indian Affairs,Shush Be Zahze,,Bureau of Indian Affairs,,Yes,,Recreation,"Congressional District 02, Arizona",,S29 T8N R25E 14,,,Bureau of Indian Affairs,0,Federal,NONE,,Earth,Federal,No,BOG CREEK,,Bureau of Indian Affairs,25-50 feet,160,Bureau of Indian Affairs,,Little Bear,,No,Apache,0,2011-04-28,,AZ10429,0,No,0,1960-1969,Earth,No,No,37,34.0595,High,1966,BIA,37,Bureau of Indian Affairs,Not Available,5,0,,,Recreation,https://www.bia.gov/bia/ots/dwp/safety-dams,AZ10429,2018-10-04,,,,,Bureau of Indian Affairs,No,-109.72460000000001,,0,Bureau of Indian Affairs,160,Bureau of Indian Affairs,Arizona,,0,
541,Uncontrolled,1428,,Grand Park Detention Basin Dam,,,Soil,Yes,Bituminous Concrete,Flood Risk Reduction,"Congressional District 03, Nevada",12.200000000000001,,1.3,0,,,Private,Las Vegas,,Earth,Private,Yes,Gowan,,,Less than 25 feet,168,,,,20,Yes,Clark,,,,NV10952,,Yes,0,Since 2000,Earth,Yes,Yes,0,36.193200000000004,High,2023,HOWARD HUGHES CORPORATION,20,Nevada,Fair,0,124214,VTN,,Flood Risk Reduction,https://damsafety.org/nevada,NV10952,2023-05-25,168,NEVADA DWR,2718,,,No,-115.354,J-766,300,,0,,Nevada,None,,
542,,3067,,Bob Crowder Detention Dam,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth;Unlisted/Unknown,Other,"Congressional District 09, Arizona",103.67,"S32, 0020N, 0140W",48,24,Bureau of Land Management,0,Federal,"BOUSE, AZ",,Gravity,Federal,No,UPPER BOUSE WASH,,Bureau of Land Management,25-50 feet,1167.98,Bureau of Land Management,,Bob Crowder Memorial Dam,,No,La Paz,0,,,AZ20003,0,No,40,1960-1969,Gravity,No,No,27,33.47586,Low,1963,DOI BLM,27,Bureau of Land Management,Not Rated,5,117200,BLM,,Other,https://www.blm.gov/,AZ20003,2021-04-29,1167.98,,2767,Coyote Peak Detention Dam,Bureau of Land Management,No,-113.71784,L63342,,Bureau of Land Management,621.16,Bureau of Land Management,Arizona,,0,2006-04-18
543,Uncontrolled,3600,,Hx Detention Dam,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth;Unlisted/Unknown,Flood Risk Reduction,"Congressional District 06, Arizona",265,,147,33,Bureau of Land Management,0,Federal,"SOLOMON, AZ",,,Federal,No,GOLD GULCH,,Bureau of Land Management,25-50 feet,1660,Bureau of Land Management,,,,No,Graham,0,,,AZ20015,,No,30,1950-1959,,No,No,3,32.44491,Low,1956,DOI BLM,33,Bureau of Land Management,Fair,5,245000,BUREAU OF LAND MANAGEMENT,,Flood Risk Reduction,https://www.blm.gov/,AZ20015,2021-04-29,1600,,3578,,Bureau of Land Management,No,-109.50832,L63376,2.5,Bureau of Land Management,1660,Bureau of Land Management,Arizona,,0,2014-07-28
544,None,100,,Caselton No  4 Dam,,,Soil,Not Required,Earth,Tailings,"Congressional District 04, Nevada",10,203 N01 E67 32D,0.2,0,,,Private,CALIENTE,,Earth,Private,Yes,MEADOW VALEY WASH-TR,,,25-50 feet,34,,,,32,Yes,Lincoln,,,,NV00185,0,Yes,20,Undetermined,Earth,Yes,Yes,0,37.901700000000005,Low,,BUNKER HILL MINING,32,Nevada,Fair,5,0,,2018-05-02,Tailings,https://damsafety.org/nevada,NV00185,2023-05-25,34,NEVADA DWR,0,,,Yes,-114.48977,,0,,0,,Nevada,None0,,2018-05-02
545,,1050,,Reservoir Dike,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth;Unlisted/Unknown,Flood Risk Reduction,"Congressional District 06, Arizona",11.94,"S29, 80S, 270E",1.26,16,Bureau of Land Management,0,Federal,,,Gravity,Federal,No,,,Bureau of Land Management,Less than 25 feet,124.71000000000001,Bureau of Land Management,,,,No,Graham,0,,,AZ20022,0,No,,1970-1979,Gravity,No,No,20,32.71004,Low,1975,DOI BLM,20,Bureau of Land Management,Not Rated,5,20000,BUREAU OF LAND MANAGEMENT,,Flood Risk Reduction,https://www.blm.gov/,AZ20022,2021-04-29,124.71000000000001,,354,,Bureau of Land Management,No,-109.59917,L1825741,,Bureau of Land Management,48.620000000000005,Bureau of Land Management,Arizona,,0,2012-02-14
546,Controlled,300,Bureau of Indian Affairs,Drift Fence,,Bureau of Indian Affairs,,Yes,,Recreation,"Congressional District 02, Arizona",,S18 T5N R27E 14,,,Bureau of Indian Affairs,0,Federal,NONE,,Earth,Federal,No,PACHETA CREEK,,Bureau of Indian Affairs,Less than 25 feet,130,Bureau of Indian Affairs,,,,No,Apache,0,2011-04-28,,AZ10421,0,No,0,1960-1969,Earth,No,No,19,33.82147,High,1963,BIA,19,Bureau of Indian Affairs,Not Available,5,0,,,Recreation,https://www.bia.gov/bia/ots/dwp/safety-dams,AZ10421,2018-10-04,,,,,Bureau of Indian Affairs,No,-109.5385,,0,Bureau of Indian Affairs,130,Bureau of Indian Affairs,Arizona,,0,
547,Uncontrolled,4625,,Oso Largo Dam,,Bureau of Land Management,Soil,Not Required,Earth,Flood Risk Reduction,"Congressional District 06, Arizona",241,,93.7,21,Bureau of Land Management,0,Federal,"FORT THOMAS, AZ",,Gravity,Federal,No,GILA RIVER,,Bureau of Land Management,25-50 feet,616.7,Bureau of Land Management,,,,No,Graham,0,,,AZ20020,,No,12,1970-1979,Gravity,No,No,26,32.91561,Low,1971,DOI BLM,26,Bureau of Land Management,Unsatisfactory,5,86109,BUREAU OF LAND MANAGEMENT,,Flood Risk Reduction,https://www.blm.gov/,AZ20020,2021-04-29,616.7,,5442,,Bureau of Land Management,No,-109.91031,L63367,5,Bureau of Land Management,120,Bureau of Land Management,Arizona,,0,2010-08-20
548,Controlled,500,Bureau of Indian Affairs,Upper Point of Pines,,Bureau of Indian Affairs,,Yes,,Recreation,"Congressional District 02, Arizona",,S17 T1S R25E 14,,,Bureau of Indian Affairs,0,Federal,NONE,,Earth,Federal,No,POINT OF PINES CREEK,,Bureau of Indian Affairs,25-50 feet,70,Bureau of Indian Affairs,,Upper Point of Pines,,No,Graham,0,2013-12-17,,AZ11000,0,No,0,1970-1979,Earth,No,No,29,33.347100000000005,High,1970,BIA,29,Bureau of Indian Affairs,Not Available,5,0,,,Recreation,https://www.bia.gov/bia/ots/dwp/safety-dams,AZ11000,2018-10-04,,,,,Bureau of Indian Affairs,No,-109.8057,,0,Bureau of Indian Affairs,70,Bureau of Indian Affairs,Arizona,,0,
549,Uncontrolled,650,,Stanford Detention Dam 2,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth;Unlisted/Unknown,Flood Risk Reduction,"Congressional District 02, New Mexico",19,"S14, 200S, 210W",3.2,13,Bureau of Land Management,0,Federal,"DUNCAN, AZ",,Gravity,Federal,No,RAILROAD WASH,,Bureau of Land Management,Less than 25 feet,79.63,Bureau of Land Management,,,,No,Hidalgo,0,,,NM00115,0,No,11,1950-1959,Gravity,No,No,18,32.560539999999996,Low,1952,DOI BLM,18,Bureau of Land Management,Fair,5,25000,BUREAU OF LAND MANAGEMENT,,Flood Risk Reduction,https://www.blm.gov/,NM00115,2021-04-29,79.63,,1002.3000000000001,,Bureau of Land Management,No,-108.98566,L1824568,0.96,Bureau of Land Management,43,Bureau of Land Management,New Mexico,,0,2010-08-25
550,Uncontrolled,1200,,Round Mountain Detention Dam 2,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth;Unlisted/Unknown,Flood Risk Reduction,"Congressional District 06, Arizona",75,"S20, 0100S, 0320E",32.35,27,Bureau of Land Management,0,Federal,LAZY B RANCH HEADQUARTERS,,Gravity,Federal,No,ROUND MOUNTAIN DRAW WASH,,Bureau of Land Management,25-50 feet,920,Bureau of Land Management,,,,No,Greenlee,0,,,AZ20023,0,No,1.25,1950-1959,Gravity,No,No,30,32.54387,Low,1954,DOI BLM,30,Bureau of Land Management,Fair,5,71443,BUREAU OF LAND MANAGEMENT,,Flood Risk Reduction,https://www.blm.gov/,AZ20023,2021-04-29,920,,5250,,Bureau of Land Management,No,-109.08982,L63373,3,Bureau of Land Management,650,Bureau of Land Management,Arizona,,0,2005-05-18
551,Uncontrolled,2109,,Round Mountain Detention Dam 1,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth;Unlisted/Unknown,Flood Risk Reduction,"Congressional District 06, Arizona",29.1,,19.3,12,Bureau of Land Management,0,Federal,"FRANKLIN, AZ",,Gravity,Federal,No,ROUND MOUNTAIN DRAW,,Bureau of Land Management,Less than 25 feet,116,Bureau of Land Management,,Big Tank Detention Dam,,No,Greenlee,0,,,AZ10345,,No,12,1950-1959,Gravity,No,No,22,32.52778,Low,1954,DOI BLM,22,Bureau of Land Management,Fair,5,25992,BUREAU OF LAND MANAGEMENT,,Flood Risk Reduction,https://www.blm.gov/,AZ10345,2021-04-29,116,,4424,,Bureau of Land Management,No,-109.14722,L63372,2,Bureau of Land Management,48.6,Bureau of Land Management,Arizona,,0,2011-07-28
552,,3221,,Sand Hollow North Dam,,,Rock,Yes,Earth,Water Supply,"Congressional District 02, Utah",,"13,42S~14W SL",,91,,,Private,Washington,,,Private,Yes,Off Channel,,,51-100 feet,60958,,,,,Yes,Washington,,,,UT50414,0,Yes,,Since 2000,,Yes,Yes,98,37.12900979,High,2002,WASHINGTON COUNTY WATER CONSERVANCY DIST,98,Utah,Satisfactory,1,,RB&G Engineering,2002-01-01,Water Supply,https://damsafety.org/utah,UT50414,2021-03-17,60958,Utah Division of Water Rights,264,,,No,-113.3715307,UT50414,20,,51360,,Utah,,,2020-10-06
553,Controlled,1244,Bureau of Reclamation,Hoover,,Bureau of Reclamation,Rock,Yes,Bituminous Concrete,Hydroelectric;Irrigation;Water Supply,"Congressional District 01, Nevada",162700,,167800,592,,0,Federal,LAUGHLIN,,Concrete,Federal,No,COLORADO RIVER,,,Greater than 100 feet,30237000,Bureau of Reclamation,,Boulder,730,No,Clark,0,2017-08-09,,NV10122,0,No,70,1930-1939,Concrete;Arch;Gravity,No,No,730,36.0163,High,1935,RECLAMATION,730,Bureau of Reclamation,Not Available,1,3250000,RECLAMATION,,Hydroelectric,https://www.usbr.gov/ssle/damsafety/,NV10122,2022-04-07,30237000,,200000,,Bureau of Reclamation,No,-114.73740000000001,,400,Bureau of Reclamation,28255000,Bureau of Reclamation,Nevada,,0,2020-04-16
554,None,820,,Caselton No  8 Dam,,,Soil,Not Required,Earth,Tailings,"Congressional District 04, Nevada",5,203 N01 E67 32D,0.8,30,,,Private,CALIENTE,,Earth,Private,Yes,MEADOW VALLEY WASH-TR,,,25-50 feet,34,,,,34,Yes,Lincoln,,,,NV00183,0,Yes,20,1960-1969,Earth,Yes,Yes,34,37.898700000000005,Low,1960,BUNKER HILL MINING,34,Nevada,Fair,5,54400,,2018-05-02,Tailings,https://damsafety.org/nevada,NV00183,2023-05-25,34,NEVADA DWR,0,,,Yes,-114.48974,,0,,28,,Nevada,None0,,2018-05-02
555,Controlled,4208,,Lake Las Vegas Dam,,,Rock;Soil,Yes,Earth,Recreation,"Congressional District 04, Nevada",320,215 S21 E63 14D,140,123,,,Private,NONE,,Earth,Private,Yes,LAS VEGAS WASH,,,Greater than 100 feet,10600,,1997O;1998H,Lake Adair,133,Yes,Clark,,2022-01-13,,NV10153,0,Yes,0,1990-1999,Earth,Yes,Yes,165,36.1197,Significant,1991,LAKE LAS VEGAS MASTER ASSOCIATION,165,Nevada,Fair,3,2550000,KIMLEY-HORN;RBF CONSULTING;TIPTON & KALMBACH,2021-12-15,Recreation,https://damsafety.org/nevada,NV10153,2023-05-25,10600,NEVADA DWR,90700,Lake At Las Vegas,,No,-114.9097,J-678,300,,9960,,Nevada,Slide (sluice gate)1;Uncontrolled1,,2021-12-15
